# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2024-10-12 07:07:53 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07031650 WOLF RIVER AT GERMANTOWN, TN
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 07031650
#    TS_ID       Parameter Description
#    131625      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	131625_00060	131625_00060_cd
USGS	07031650	2023-11-18 09:45	CST	329	A
USGS	07031650	2023-11-18 10:00	CST	326	A
USGS	07031650	2023-11-18 10:15	CST	329	A
USGS	07031650	2023-11-18 10:30	CST	329	A
USGS	07031650	2023-11-18 10:45	CST	326	A
USGS	07031650	2023-11-18 11:00	CST	326	A
USGS	07031650	2023-11-18 11:15	CST	326	A
USGS	07031650	2023-11-18 11:30	CST	329	A
USGS	07031650	2023-11-18 11:45	CST	329	A
USGS	07031650	2023-11-18 12:00	CST	329	A
USGS	07031650	2023-11-18 12:15	CST	329	A
USGS	07031650	2023-11-18 12:30	CST	329	A
USGS	07031650	2023-11-18 12:45	CST	326	A
USGS	07031650	2023-11-18 13:00	CST	326	A
USGS	07031650	2023-11-18 13:15	CST	326	A
USGS	07031650	2023-11-18 13:30	CST	326	A
USGS	07031650	2023-11-18 13:45	CST	326	A
USGS	07031650	2023-11-18 14:00	CST	329	A
USGS	07031650	2023-11-18 14:15	CST	326	A
USGS	07031650	2023-11-18 14:30	CST	329	A
USGS	07031650	2023-11-18 14:45	CST	329	A
USGS	07031650	2023-11-18 15:00	CST	329	A
USGS	07031650	2023-11-18 15:15	CST	329	A
USGS	07031650	2023-11-18 15:30	CST	329	A
USGS	07031650	2023-11-18 15:45	CST	329	A
USGS	07031650	2023-11-18 16:00	CST	329	A
USGS	07031650	2023-11-18 16:15	CST	329	A
USGS	07031650	2023-11-18 16:30	CST	329	A
USGS	07031650	2023-11-18 16:45	CST	329	A
USGS	07031650	2023-11-18 17:00	CST	326	A
USGS	07031650	2023-11-18 17:15	CST	329	A
USGS	07031650	2023-11-18 17:30	CST	329	A
USGS	07031650	2023-11-18 17:45	CST	329	A
USGS	07031650	2023-11-18 18:00	CST	329	A
USGS	07031650	2023-11-18 18:15	CST	329	A
USGS	07031650	2023-11-18 18:30	CST	329	A
USGS	07031650	2023-11-18 18:45	CST	329	A
USGS	07031650	2023-11-18 19:00	CST	329	A
USGS	07031650	2023-11-18 19:15	CST	329	A
USGS	07031650	2023-11-18 19:30	CST	326	A
USGS	07031650	2023-11-18 19:45	CST	329	A
USGS	07031650	2023-11-18 20:00	CST	326	A
USGS	07031650	2023-11-18 20:15	CST	326	A
USGS	07031650	2023-11-18 20:30	CST	329	A
USGS	07031650	2023-11-18 20:45	CST	329	A
USGS	07031650	2023-11-18 21:00	CST	326	A
USGS	07031650	2023-11-18 21:15	CST	329	A
USGS	07031650	2023-11-18 21:30	CST	326	A
USGS	07031650	2023-11-18 21:45	CST	329	A
USGS	07031650	2023-11-18 22:00	CST	326	A
USGS	07031650	2023-11-18 22:15	CST	329	A
USGS	07031650	2023-11-18 22:30	CST	326	A
USGS	07031650	2023-11-18 22:45	CST	329	A
USGS	07031650	2023-11-18 23:00	CST	326	A
USGS	07031650	2023-11-18 23:15	CST	326	A
USGS	07031650	2023-11-18 23:30	CST	326	A
USGS	07031650	2023-11-18 23:45	CST	329	A
USGS	07031650	2023-11-19 00:00	CST	326	A
USGS	07031650	2023-11-19 00:15	CST	329	A
USGS	07031650	2023-11-19 00:30	CST	326	A
USGS	07031650	2023-11-19 00:45	CST	326	A
USGS	07031650	2023-11-19 01:00	CST	329	A
USGS	07031650	2023-11-19 01:15	CST	326	A
USGS	07031650	2023-11-19 01:30	CST	329	A
USGS	07031650	2023-11-19 01:45	CST	326	A
USGS	07031650	2023-11-19 02:00	CST	329	A
USGS	07031650	2023-11-19 02:15	CST	326	A
USGS	07031650	2023-11-19 02:30	CST	326	A
USGS	07031650	2023-11-19 02:45	CST	326	A
USGS	07031650	2023-11-19 03:00	CST	326	A
USGS	07031650	2023-11-19 03:15	CST	326	A
USGS	07031650	2023-11-19 03:30	CST	326	A
USGS	07031650	2023-11-19 03:45	CST	326	A
USGS	07031650	2023-11-19 04:00	CST	326	A
USGS	07031650	2023-11-19 04:15	CST	326	A
USGS	07031650	2023-11-19 04:30	CST	326	A
USGS	07031650	2023-11-19 04:45	CST	326	A
USGS	07031650	2023-11-19 05:00	CST	324	A
USGS	07031650	2023-11-19 05:15	CST	326	A
USGS	07031650	2023-11-19 05:30	CST	326	A
USGS	07031650	2023-11-19 05:45	CST	326	A
USGS	07031650	2023-11-19 06:00	CST	324	A
USGS	07031650	2023-11-19 06:15	CST	326	A
USGS	07031650	2023-11-19 06:30	CST	324	A
USGS	07031650	2023-11-19 06:45	CST	324	A
USGS	07031650	2023-11-19 07:00	CST	324	A
USGS	07031650	2023-11-19 07:15	CST	324	A
USGS	07031650	2023-11-19 07:30	CST	324	A
USGS	07031650	2023-11-19 07:45	CST	324	A
USGS	07031650	2023-11-19 08:00	CST	321	A
USGS	07031650	2023-11-19 08:15	CST	324	A
USGS	07031650	2023-11-19 08:30	CST	321	A
USGS	07031650	2023-11-19 08:45	CST	321	A
USGS	07031650	2023-11-19 09:00	CST	321	A
USGS	07031650	2023-11-19 09:15	CST	321	A
USGS	07031650	2023-11-19 09:30	CST	321	A
USGS	07031650	2023-11-19 09:45	CST	321	A
USGS	07031650	2023-11-19 10:00	CST	321	A
USGS	07031650	2023-11-19 10:15	CST	321	A
USGS	07031650	2023-11-19 10:30	CST	321	A
USGS	07031650	2023-11-19 10:45	CST	321	A
USGS	07031650	2023-11-19 11:00	CST	321	A
USGS	07031650	2023-11-19 11:15	CST	318	A
USGS	07031650	2023-11-19 11:30	CST	321	A
USGS	07031650	2023-11-19 11:45	CST	321	A
USGS	07031650	2023-11-19 12:00	CST	321	A
USGS	07031650	2023-11-19 12:15	CST	321	A
USGS	07031650	2023-11-19 12:30	CST	321	A
USGS	07031650	2023-11-19 12:45	CST	321	A
USGS	07031650	2023-11-19 13:00	CST	321	A
USGS	07031650	2023-11-19 13:15	CST	321	A
USGS	07031650	2023-11-19 13:30	CST	321	A
USGS	07031650	2023-11-19 13:45	CST	321	A
USGS	07031650	2023-11-19 14:00	CST	321	A
USGS	07031650	2023-11-19 14:15	CST	321	A
USGS	07031650	2023-11-19 14:30	CST	321	A
USGS	07031650	2023-11-19 14:45	CST	321	A
USGS	07031650	2023-11-19 15:00	CST	321	A
USGS	07031650	2023-11-19 15:15	CST	321	A
USGS	07031650	2023-11-19 15:30	CST	321	A
USGS	07031650	2023-11-19 15:45	CST	321	A
USGS	07031650	2023-11-19 16:00	CST	321	A
USGS	07031650	2023-11-19 16:15	CST	321	A
USGS	07031650	2023-11-19 16:30	CST	321	A
USGS	07031650	2023-11-19 16:45	CST	321	A
USGS	07031650	2023-11-19 17:00	CST	321	A
USGS	07031650	2023-11-19 17:15	CST	321	A
USGS	07031650	2023-11-19 17:30	CST	321	A
USGS	07031650	2023-11-19 17:45	CST	321	A
USGS	07031650	2023-11-19 18:00	CST	321	A
USGS	07031650	2023-11-19 18:15	CST	321	A
USGS	07031650	2023-11-19 18:30	CST	321	A
USGS	07031650	2023-11-19 18:45	CST	321	A
USGS	07031650	2023-11-19 19:00	CST	321	A
USGS	07031650	2023-11-19 19:15	CST	321	A
USGS	07031650	2023-11-19 19:30	CST	321	A
USGS	07031650	2023-11-19 19:45	CST	321	A
USGS	07031650	2023-11-19 20:00	CST	321	A
USGS	07031650	2023-11-19 20:15	CST	321	A
USGS	07031650	2023-11-19 20:30	CST	321	A
USGS	07031650	2023-11-19 20:45	CST	324	A
USGS	07031650	2023-11-19 21:00	CST	321	A
USGS	07031650	2023-11-19 21:15	CST	321	A
USGS	07031650	2023-11-19 21:30	CST	321	A
USGS	07031650	2023-11-19 21:45	CST	324	A
USGS	07031650	2023-11-19 22:00	CST	324	A
USGS	07031650	2023-11-19 22:15	CST	324	A
USGS	07031650	2023-11-19 22:30	CST	324	A
USGS	07031650	2023-11-19 22:45	CST	324	A
USGS	07031650	2023-11-19 23:00	CST	324	A
USGS	07031650	2023-11-19 23:15	CST	321	A
USGS	07031650	2023-11-19 23:30	CST	324	A
USGS	07031650	2023-11-19 23:45	CST	321	A
USGS	07031650	2023-11-20 00:00	CST	324	A
USGS	07031650	2023-11-20 00:15	CST	324	A
USGS	07031650	2023-11-20 00:30	CST	324	A
USGS	07031650	2023-11-20 00:45	CST	324	A
USGS	07031650	2023-11-20 01:00	CST	324	A
USGS	07031650	2023-11-20 01:15	CST	321	A
USGS	07031650	2023-11-20 01:30	CST	324	A
USGS	07031650	2023-11-20 01:45	CST	324	A
USGS	07031650	2023-11-20 02:00	CST	321	A
USGS	07031650	2023-11-20 02:15	CST	321	A
USGS	07031650	2023-11-20 02:30	CST	324	A
USGS	07031650	2023-11-20 02:45	CST	324	A
USGS	07031650	2023-11-20 03:00	CST	321	A
USGS	07031650	2023-11-20 03:15	CST	321	A
USGS	07031650	2023-11-20 03:30	CST	321	A
USGS	07031650	2023-11-20 03:45	CST	321	A
USGS	07031650	2023-11-20 04:00	CST	321	A
USGS	07031650	2023-11-20 04:15	CST	321	A
USGS	07031650	2023-11-20 04:30	CST	321	A
USGS	07031650	2023-11-20 04:45	CST	321	A
USGS	07031650	2023-11-20 05:00	CST	321	A
USGS	07031650	2023-11-20 05:15	CST	318	A
USGS	07031650	2023-11-20 05:30	CST	318	A
USGS	07031650	2023-11-20 05:45	CST	321	A
USGS	07031650	2023-11-20 06:00	CST	318	A
USGS	07031650	2023-11-20 06:15	CST	318	A
USGS	07031650	2023-11-20 06:30	CST	318	A
USGS	07031650	2023-11-20 06:45	CST	318	A
USGS	07031650	2023-11-20 07:00	CST	318	A
USGS	07031650	2023-11-20 07:15	CST	318	A
USGS	07031650	2023-11-20 07:30	CST	318	A
USGS	07031650	2023-11-20 07:45	CST	318	A
USGS	07031650	2023-11-20 08:00	CST	318	A
USGS	07031650	2023-11-20 08:15	CST	318	A
USGS	07031650	2023-11-20 08:30	CST	318	A
USGS	07031650	2023-11-20 08:45	CST	316	A
USGS	07031650	2023-11-20 09:00	CST	316	A
USGS	07031650	2023-11-20 09:15	CST	318	A
USGS	07031650	2023-11-20 09:30	CST	316	A
USGS	07031650	2023-11-20 09:45	CST	316	A
USGS	07031650	2023-11-20 10:00	CST	316	A
USGS	07031650	2023-11-20 10:15	CST	316	A
USGS	07031650	2023-11-20 10:30	CST	313	A
USGS	07031650	2023-11-20 10:45	CST	316	A
USGS	07031650	2023-11-20 11:00	CST	316	A
USGS	07031650	2023-11-20 11:15	CST	316	A
USGS	07031650	2023-11-20 11:30	CST	316	A
USGS	07031650	2023-11-20 11:45	CST	316	A
USGS	07031650	2023-11-20 12:00	CST	316	A
USGS	07031650	2023-11-20 12:15	CST	316	A
USGS	07031650	2023-11-20 12:30	CST	316	A
USGS	07031650	2023-11-20 12:45	CST	318	A
USGS	07031650	2023-11-20 13:00	CST	318	A
USGS	07031650	2023-11-20 13:15	CST	318	A
USGS	07031650	2023-11-20 13:30	CST	324	A
USGS	07031650	2023-11-20 13:45	CST	324	A
USGS	07031650	2023-11-20 14:00	CST	330	A
USGS	07031650	2023-11-20 14:15	CST	341	A
USGS	07031650	2023-11-20 14:30	CST	360	A
USGS	07031650	2023-11-20 14:45	CST	383	A
USGS	07031650	2023-11-20 15:00	CST	414	A
USGS	07031650	2023-11-20 15:15	CST	446	A
USGS	07031650	2023-11-20 15:30	CST	469	A
USGS	07031650	2023-11-20 15:45	CST	486	A
USGS	07031650	2023-11-20 16:00	CST	515	A
USGS	07031650	2023-11-20 16:15	CST	560	A
USGS	07031650	2023-11-20 16:30	CST	628	A
USGS	07031650	2023-11-20 16:45	CST	688	A
USGS	07031650	2023-11-20 17:00	CST	724	A
USGS	07031650	2023-11-20 17:15	CST	744	A
USGS	07031650	2023-11-20 17:30	CST	748	A
USGS	07031650	2023-11-20 17:45	CST	752	A
USGS	07031650	2023-11-20 18:00	CST	753	A
USGS	07031650	2023-11-20 18:15	CST	760	A
USGS	07031650	2023-11-20 18:30	CST	771	A
USGS	07031650	2023-11-20 18:45	CST	808	A
USGS	07031650	2023-11-20 19:00	CST	852	A
USGS	07031650	2023-11-20 19:15	CST	901	A
USGS	07031650	2023-11-20 19:30	CST	928	A
USGS	07031650	2023-11-20 19:45	CST	951	A
USGS	07031650	2023-11-20 20:00	CST	966	A
USGS	07031650	2023-11-20 20:15	CST	978	A
USGS	07031650	2023-11-20 20:30	CST	990	A
USGS	07031650	2023-11-20 20:45	CST	1010	A
USGS	07031650	2023-11-20 21:00	CST	1010	A
USGS	07031650	2023-11-20 21:15	CST	1030	A
USGS	07031650	2023-11-20 21:30	CST	1030	A
USGS	07031650	2023-11-20 21:45	CST	1040	A
USGS	07031650	2023-11-20 22:00	CST	1050	A
USGS	07031650	2023-11-20 22:15	CST	1050	A
USGS	07031650	2023-11-20 22:30	CST	1060	A
USGS	07031650	2023-11-20 22:45	CST	1060	A
USGS	07031650	2023-11-20 23:00	CST	1060	A
USGS	07031650	2023-11-20 23:15	CST	1060	A
USGS	07031650	2023-11-20 23:30	CST	1050	A
USGS	07031650	2023-11-20 23:45	CST	1040	A
USGS	07031650	2023-11-21 00:00	CST	1030	A
USGS	07031650	2023-11-21 00:15	CST	1030	A
USGS	07031650	2023-11-21 00:30	CST	1020	A
USGS	07031650	2023-11-21 00:45	CST	1010	A
USGS	07031650	2023-11-21 01:00	CST	995	A
USGS	07031650	2023-11-21 01:15	CST	984	A
USGS	07031650	2023-11-21 01:30	CST	973	A
USGS	07031650	2023-11-21 01:45	CST	962	A
USGS	07031650	2023-11-21 02:00	CST	947	A
USGS	07031650	2023-11-21 02:15	CST	939	A
USGS	07031650	2023-11-21 02:30	CST	924	A
USGS	07031650	2023-11-21 02:45	CST	909	A
USGS	07031650	2023-11-21 03:00	CST	898	A
USGS	07031650	2023-11-21 03:15	CST	887	A
USGS	07031650	2023-11-21 03:30	CST	872	A
USGS	07031650	2023-11-21 03:45	CST	857	A
USGS	07031650	2023-11-21 04:00	CST	850	A
USGS	07031650	2023-11-21 04:15	CST	839	A
USGS	07031650	2023-11-21 04:30	CST	824	A
USGS	07031650	2023-11-21 04:45	CST	814	A
USGS	07031650	2023-11-21 05:00	CST	799	A
USGS	07031650	2023-11-21 05:15	CST	788	A
USGS	07031650	2023-11-21 05:30	CST	777	A
USGS	07031650	2023-11-21 05:45	CST	766	A
USGS	07031650	2023-11-21 06:00	CST	750	A
USGS	07031650	2023-11-21 06:15	CST	743	A
USGS	07031650	2023-11-21 06:30	CST	740	A
USGS	07031650	2023-11-21 06:45	CST	730	A
USGS	07031650	2023-11-21 07:00	CST	720	A
USGS	07031650	2023-11-21 07:15	CST	714	A
USGS	07031650	2023-11-21 07:30	CST	708	A
USGS	07031650	2023-11-21 07:45	CST	698	A
USGS	07031650	2023-11-21 08:00	CST	695	A
USGS	07031650	2023-11-21 08:15	CST	688	A
USGS	07031650	2023-11-21 08:30	CST	682	A
USGS	07031650	2023-11-21 08:45	CST	679	A
USGS	07031650	2023-11-21 09:00	CST	672	A
USGS	07031650	2023-11-21 09:15	CST	666	A
USGS	07031650	2023-11-21 09:30	CST	659	A
USGS	07031650	2023-11-21 09:45	CST	659	A
USGS	07031650	2023-11-21 10:00	CST	656	A
USGS	07031650	2023-11-21 10:15	CST	650	A
USGS	07031650	2023-11-21 10:30	CST	644	A
USGS	07031650	2023-11-21 10:45	CST	640	A
USGS	07031650	2023-11-21 11:00	CST	637	A
USGS	07031650	2023-11-21 11:15	CST	634	A
USGS	07031650	2023-11-21 11:30	CST	632	A
USGS	07031650	2023-11-21 11:45	CST	629	A
USGS	07031650	2023-11-21 12:00	CST	626	A
USGS	07031650	2023-11-21 12:15	CST	620	A
USGS	07031650	2023-11-21 12:30	CST	620	A
USGS	07031650	2023-11-21 12:45	CST	617	A
USGS	07031650	2023-11-21 13:00	CST	615	A
USGS	07031650	2023-11-21 13:15	CST	609	A
USGS	07031650	2023-11-21 13:30	CST	606	A
USGS	07031650	2023-11-21 13:45	CST	603	A
USGS	07031650	2023-11-21 14:00	CST	601	A
USGS	07031650	2023-11-21 14:15	CST	598	A
USGS	07031650	2023-11-21 14:30	CST	595	A
USGS	07031650	2023-11-21 14:45	CST	592	A
USGS	07031650	2023-11-21 15:00	CST	589	A
USGS	07031650	2023-11-21 15:15	CST	584	A
USGS	07031650	2023-11-21 15:30	CST	584	A
USGS	07031650	2023-11-21 15:45	CST	578	A
USGS	07031650	2023-11-21 16:00	CST	578	A
USGS	07031650	2023-11-21 16:15	CST	575	A
USGS	07031650	2023-11-21 16:30	CST	573	A
USGS	07031650	2023-11-21 16:45	CST	573	A
USGS	07031650	2023-11-21 17:00	CST	567	A
USGS	07031650	2023-11-21 17:15	CST	567	A
USGS	07031650	2023-11-21 17:30	CST	564	A
USGS	07031650	2023-11-21 17:45	CST	561	A
USGS	07031650	2023-11-21 18:00	CST	558	A
USGS	07031650	2023-11-21 18:15	CST	556	A
USGS	07031650	2023-11-21 18:30	CST	556	A
USGS	07031650	2023-11-21 18:45	CST	553	A
USGS	07031650	2023-11-21 19:00	CST	553	A
USGS	07031650	2023-11-21 19:15	CST	550	A
USGS	07031650	2023-11-21 19:30	CST	550	A
USGS	07031650	2023-11-21 19:45	CST	550	A
USGS	07031650	2023-11-21 20:00	CST	547	A
USGS	07031650	2023-11-21 20:15	CST	544	A
USGS	07031650	2023-11-21 20:30	CST	547	A
USGS	07031650	2023-11-21 20:45	CST	544	A
USGS	07031650	2023-11-21 21:00	CST	544	A
USGS	07031650	2023-11-21 21:15	CST	544	A
USGS	07031650	2023-11-21 21:30	CST	542	A
USGS	07031650	2023-11-21 21:45	CST	544	A
USGS	07031650	2023-11-21 22:00	CST	542	A
USGS	07031650	2023-11-21 22:15	CST	544	A
USGS	07031650	2023-11-21 22:30	CST	542	A
USGS	07031650	2023-11-21 22:45	CST	542	A
USGS	07031650	2023-11-21 23:00	CST	542	A
USGS	07031650	2023-11-21 23:15	CST	544	A
USGS	07031650	2023-11-21 23:30	CST	544	A
USGS	07031650	2023-11-21 23:45	CST	544	A
USGS	07031650	2023-11-22 00:00	CST	544	A
USGS	07031650	2023-11-22 00:15	CST	544	A
USGS	07031650	2023-11-22 00:30	CST	544	A
USGS	07031650	2023-11-22 00:45	CST	544	A
USGS	07031650	2023-11-22 01:00	CST	544	A
USGS	07031650	2023-11-22 01:15	CST	547	A
USGS	07031650	2023-11-22 01:30	CST	547	A
USGS	07031650	2023-11-22 01:45	CST	547	A
USGS	07031650	2023-11-22 02:00	CST	547	A
USGS	07031650	2023-11-22 02:15	CST	547	A
USGS	07031650	2023-11-22 02:30	CST	547	A
USGS	07031650	2023-11-22 02:45	CST	550	A
USGS	07031650	2023-11-22 03:00	CST	550	A
USGS	07031650	2023-11-22 03:15	CST	550	A
USGS	07031650	2023-11-22 03:30	CST	550	A
USGS	07031650	2023-11-22 03:45	CST	550	A
USGS	07031650	2023-11-22 04:00	CST	550	A
USGS	07031650	2023-11-22 04:15	CST	553	A
USGS	07031650	2023-11-22 04:30	CST	550	A
USGS	07031650	2023-11-22 04:45	CST	553	A
USGS	07031650	2023-11-22 05:00	CST	550	A
USGS	07031650	2023-11-22 05:15	CST	550	A
USGS	07031650	2023-11-22 05:30	CST	553	A
USGS	07031650	2023-11-22 05:45	CST	550	A
USGS	07031650	2023-11-22 06:00	CST	553	A
USGS	07031650	2023-11-22 06:15	CST	550	A
USGS	07031650	2023-11-22 06:30	CST	550	A
USGS	07031650	2023-11-22 06:45	CST	550	A
USGS	07031650	2023-11-22 07:00	CST	550	A
USGS	07031650	2023-11-22 07:15	CST	550	A
USGS	07031650	2023-11-22 07:30	CST	550	A
USGS	07031650	2023-11-22 07:45	CST	550	A
USGS	07031650	2023-11-22 08:00	CST	547	A
USGS	07031650	2023-11-22 08:15	CST	547	A
USGS	07031650	2023-11-22 08:30	CST	547	A
USGS	07031650	2023-11-22 08:45	CST	547	A
USGS	07031650	2023-11-22 09:00	CST	544	A
USGS	07031650	2023-11-22 09:15	CST	547	A
USGS	07031650	2023-11-22 09:30	CST	544	A
USGS	07031650	2023-11-22 09:45	CST	547	A
USGS	07031650	2023-11-22 10:00	CST	544	A
USGS	07031650	2023-11-22 10:15	CST	544	A
USGS	07031650	2023-11-22 10:30	CST	542	A
USGS	07031650	2023-11-22 10:45	CST	544	A
USGS	07031650	2023-11-22 11:00	CST	542	A
USGS	07031650	2023-11-22 11:15	CST	542	A
USGS	07031650	2023-11-22 11:30	CST	542	A
USGS	07031650	2023-11-22 11:45	CST	542	A
USGS	07031650	2023-11-22 12:00	CST	542	A
USGS	07031650	2023-11-22 12:15	CST	542	A
USGS	07031650	2023-11-22 12:30	CST	542	A
USGS	07031650	2023-11-22 12:45	CST	542	A
USGS	07031650	2023-11-22 13:00	CST	539	A
USGS	07031650	2023-11-22 13:15	CST	542	A
USGS	07031650	2023-11-22 13:30	CST	542	A
USGS	07031650	2023-11-22 13:45	CST	539	A
USGS	07031650	2023-11-22 14:00	CST	539	A
USGS	07031650	2023-11-22 14:15	CST	539	A
USGS	07031650	2023-11-22 14:30	CST	539	A
USGS	07031650	2023-11-22 14:45	CST	539	A
USGS	07031650	2023-11-22 15:00	CST	539	A
USGS	07031650	2023-11-22 15:15	CST	536	A
USGS	07031650	2023-11-22 15:30	CST	536	A
USGS	07031650	2023-11-22 15:45	CST	536	A
USGS	07031650	2023-11-22 16:00	CST	536	A
USGS	07031650	2023-11-22 16:15	CST	533	A
USGS	07031650	2023-11-22 16:30	CST	533	A
USGS	07031650	2023-11-22 16:45	CST	533	A
USGS	07031650	2023-11-22 17:00	CST	530	A
USGS	07031650	2023-11-22 17:15	CST	530	A
USGS	07031650	2023-11-22 17:30	CST	530	A
USGS	07031650	2023-11-22 17:45	CST	530	A
USGS	07031650	2023-11-22 18:00	CST	533	A
USGS	07031650	2023-11-22 18:15	CST	530	A
USGS	07031650	2023-11-22 18:30	CST	528	A
USGS	07031650	2023-11-22 18:45	CST	528	A
USGS	07031650	2023-11-22 19:00	CST	528	A
USGS	07031650	2023-11-22 19:15	CST	525	A
USGS	07031650	2023-11-22 19:30	CST	525	A
USGS	07031650	2023-11-22 19:45	CST	525	A
USGS	07031650	2023-11-22 20:00	CST	522	A
USGS	07031650	2023-11-22 20:15	CST	522	A
USGS	07031650	2023-11-22 20:30	CST	522	A
USGS	07031650	2023-11-22 20:45	CST	522	A
USGS	07031650	2023-11-22 21:00	CST	519	A
USGS	07031650	2023-11-22 21:15	CST	519	A
USGS	07031650	2023-11-22 21:30	CST	519	A
USGS	07031650	2023-11-22 21:45	CST	519	A
USGS	07031650	2023-11-22 22:00	CST	516	A
USGS	07031650	2023-11-22 22:15	CST	516	A
USGS	07031650	2023-11-22 22:30	CST	516	A
USGS	07031650	2023-11-22 22:45	CST	516	A
USGS	07031650	2023-11-22 23:00	CST	513	A
USGS	07031650	2023-11-22 23:15	CST	513	A
USGS	07031650	2023-11-22 23:30	CST	511	A
USGS	07031650	2023-11-22 23:45	CST	511	A
USGS	07031650	2023-11-23 00:00	CST	511	A
USGS	07031650	2023-11-23 00:15	CST	511	A
USGS	07031650	2023-11-23 00:30	CST	511	A
USGS	07031650	2023-11-23 00:45	CST	508	A
USGS	07031650	2023-11-23 01:00	CST	508	A
USGS	07031650	2023-11-23 01:15	CST	508	A
USGS	07031650	2023-11-23 01:30	CST	505	A
USGS	07031650	2023-11-23 01:45	CST	505	A
USGS	07031650	2023-11-23 02:00	CST	505	A
USGS	07031650	2023-11-23 02:15	CST	502	A
USGS	07031650	2023-11-23 02:30	CST	502	A
USGS	07031650	2023-11-23 02:45	CST	502	A
USGS	07031650	2023-11-23 03:00	CST	499	A
USGS	07031650	2023-11-23 03:15	CST	499	A
USGS	07031650	2023-11-23 03:30	CST	499	A
USGS	07031650	2023-11-23 03:45	CST	497	A
USGS	07031650	2023-11-23 04:00	CST	497	A
USGS	07031650	2023-11-23 04:15	CST	497	A
USGS	07031650	2023-11-23 04:30	CST	494	A
USGS	07031650	2023-11-23 04:45	CST	491	A
USGS	07031650	2023-11-23 05:00	CST	491	A
USGS	07031650	2023-11-23 05:15	CST	491	A
USGS	07031650	2023-11-23 05:30	CST	488	A
USGS	07031650	2023-11-23 05:45	CST	488	A
USGS	07031650	2023-11-23 06:00	CST	488	A
USGS	07031650	2023-11-23 06:15	CST	485	A
USGS	07031650	2023-11-23 06:30	CST	485	A
USGS	07031650	2023-11-23 06:45	CST	485	A
USGS	07031650	2023-11-23 07:00	CST	482	A
USGS	07031650	2023-11-23 07:15	CST	482	A
USGS	07031650	2023-11-23 07:30	CST	480	A
USGS	07031650	2023-11-23 07:45	CST	480	A
USGS	07031650	2023-11-23 08:00	CST	480	A
USGS	07031650	2023-11-23 08:15	CST	477	A
USGS	07031650	2023-11-23 08:30	CST	477	A
USGS	07031650	2023-11-23 08:45	CST	477	A
USGS	07031650	2023-11-23 09:00	CST	474	A
USGS	07031650	2023-11-23 09:15	CST	474	A
USGS	07031650	2023-11-23 09:30	CST	471	A
USGS	07031650	2023-11-23 09:45	CST	474	A
USGS	07031650	2023-11-23 10:00	CST	474	A
USGS	07031650	2023-11-23 10:15	CST	471	A
USGS	07031650	2023-11-23 10:30	CST	471	A
USGS	07031650	2023-11-23 10:45	CST	471	A
USGS	07031650	2023-11-23 11:00	CST	468	A
USGS	07031650	2023-11-23 11:15	CST	468	A
USGS	07031650	2023-11-23 11:30	CST	468	A
USGS	07031650	2023-11-23 11:45	CST	466	A
USGS	07031650	2023-11-23 12:00	CST	466	A
USGS	07031650	2023-11-23 12:15	CST	466	A
USGS	07031650	2023-11-23 12:30	CST	466	A
USGS	07031650	2023-11-23 12:45	CST	463	A
USGS	07031650	2023-11-23 13:00	CST	463	A
USGS	07031650	2023-11-23 13:15	CST	460	A
USGS	07031650	2023-11-23 13:30	CST	460	A
USGS	07031650	2023-11-23 13:45	CST	460	A
USGS	07031650	2023-11-23 14:00	CST	460	A
USGS	07031650	2023-11-23 14:15	CST	463	A
USGS	07031650	2023-11-23 14:30	CST	460	A
USGS	07031650	2023-11-23 14:45	CST	460	A
USGS	07031650	2023-11-23 15:00	CST	460	A
USGS	07031650	2023-11-23 15:15	CST	460	A
USGS	07031650	2023-11-23 15:30	CST	460	A
USGS	07031650	2023-11-23 15:45	CST	457	A
USGS	07031650	2023-11-23 16:00	CST	457	A
USGS	07031650	2023-11-23 16:15	CST	457	A
USGS	07031650	2023-11-23 16:30	CST	454	A
USGS	07031650	2023-11-23 16:45	CST	454	A
USGS	07031650	2023-11-23 17:00	CST	454	A
USGS	07031650	2023-11-23 17:15	CST	454	A
USGS	07031650	2023-11-23 17:30	CST	454	A
USGS	07031650	2023-11-23 17:45	CST	451	A
USGS	07031650	2023-11-23 18:00	CST	454	A
USGS	07031650	2023-11-23 18:15	CST	451	A
USGS	07031650	2023-11-23 18:30	CST	451	A
USGS	07031650	2023-11-23 18:45	CST	451	A
